ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
162.13.11.127,srv08.sarrasystems.com.,15395,Rackspace Ltd.,GB,,,,false,1.00,2020-09-30T05:55:26Z,2020-09-18T18:56:32Z
175.117.145.35,,9318,SK Broadband Co Ltd,KR,Songpa-gu,,,false,0.74,2021-02-12T11:11:26Z,2020-09-18T18:56:45Z
182.171.247.189,pb6abf7bd.szokff01.ap.so-net.ne.jp.,2527,Sony Network Communications Inc.,JP,Taito,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.54,2021-01-26T12:11:12Z,2020-09-18T18:56:50Z
192.116.158.140,ES.RAINBOWMD.COM.,9116,Partner Communications Ltd.,IL,Holon,,,false,0.99,2020-09-30T03:00:54Z,2020-09-18T18:57:01Z
195.113.144.194,ns.cesnet.cz.,2852,CESNET z.s.p.o.,CZ,Havlíčkův Brod,unbound 1.10.1,,true,1.00,2021-02-11T11:11:40Z,2020-09-18T18:57:20Z
198.82.247.34,yardbird.cns.vt.edu.,1312,VA-TECH-AS,US,Christiansburg,fancy new chroot version,,true,1.00,2021-02-01T08:18:28Z,2020-09-18T18:57:21Z
199.27.185.149,,20019,PEC-TEL,US,,dnsmasq-2.45,,true,0.96,2021-02-12T11:11:30Z,2020-09-18T18:57:22Z
200.68.46.21,,16629,CTC. CORP S.A. (TELEFONICA EMPRESAS),CL,La Reina,,,false,1.00,2021-01-29T20:07:23Z,2020-09-18T18:57:31Z
202.222.192.33,ns.forward.ad.jp.,59109,"Hitachi,Ltd., Cloud services Division",JP,," ",,false,1.00,2021-02-11T11:11:42Z,2020-09-18T18:57:37Z
203.141.200.204,vpn1.lineo.co.jp.,17518,Shiojiri City,JP,,dnsmasq-2.79,,false,0.89,2021-01-29T20:07:24Z,2020-09-18T18:57:43Z
209.191.129.65,ns2.nyc.pnap.net.,10910,INTERNAP-BLK,US,,,,false,1.00,2021-02-01T14:07:15Z,2020-09-18T18:57:58Z
216.52.254.1,ns1.lax.pnap.net.,10912,INTERNAP-BLK,US,,,,false,1.00,2021-02-01T14:07:14Z,2020-09-18T18:58:12Z
37.195.200.66,l37-195-200-66.novotelecom.ru.,31200,Novotelecom Ltd,RU,Novosibirsk,,,false,1.00,2020-09-30T03:00:54Z,2020-09-20T02:02:28Z
62.81.238.230,mailhost.a2000.es.,6739,"Vodafone Ono, S.A.",ES,,9.9.5-3ubuntu0.19-Ubuntu,,false,0.97,2021-02-12T11:11:22Z,2020-09-20T02:02:41Z
88.208.218.166,server88-208-218-166.live-servers.net.,8560,1&1 Ionos Se,GB,,,,false,1.00,2021-02-01T14:07:13Z,2020-09-20T02:03:07Z
114.114.114.110,protect-children-1.114dns.com.,174,COGENT-174,CN,,,,false,0.99,2021-02-11T21:11:44Z,2020-09-20T02:03:15Z
114.114.115.110,protect-children-2.114dns.com.,174,COGENT-174,CN,,,,false,0.99,2021-02-11T21:11:44Z,2020-09-20T02:03:19Z
221.154.98.205,,4766,Korea Telecom,KR,Incheon,,,false,1.00,2021-02-01T14:07:21Z,2020-09-20T02:04:02Z
194.60.210.66,ns1.farzaneganpars.ir.,200370,Farzanegan Pars Communications Company PJS,IR,,9.10.3-P4-Debian,,true,0.97,2020-09-30T03:01:01Z,2020-09-20T20:27:16Z
103.23.150.88,ns8.maharashtra.gov.in.,132043,4th Floor New Administrative Building,IN,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.97,2021-02-12T12:04:54Z,2020-09-20T22:31:18Z
203.201.60.12,ns.belltele.in.,45648,"Bell Teleservices India Pvt Ltd., ISP having own OFC network in Bangalore, India.",IN,Bengaluru,9.9.5-3ubuntu0.8-Ubuntu,,true,0.96,2021-03-17T10:20:15Z,2020-09-20T22:31:37Z
154.73.209.69,mt-client-154-73-209.mtnetworks.co.za.,327754,RMS-Powertronics,ZA,Johannesburg,,,false,0.71,2021-02-11T21:11:38Z,2020-09-20T22:33:13Z
210.16.120.48,sg.adhole.org.,7489,HostUS,SG,,,,true,1.00,2021-03-17T10:19:33Z,2020-09-21T15:12:44Z
4.2.2.4,d.resolvers.level3.net.,3356,LEVEL3,US,,Version: recursive-main/20717463,,false,0.89,2020-10-26T10:27:32Z,2020-09-22T12:58:48Z
146.230.128.6,hcc-dc-02.ukzn.ac.za.,2018,TENET-1,ZA,Durban,,,false,0.57,2021-01-25T15:02:46Z,2020-09-25T23:58:00Z
146.230.254.16,,2018,TENET-1,ZA,Durban,,,false,0.73,2021-02-12T11:11:19Z,2020-09-25T23:58:17Z
138.36.1.131,138-36-1-131.texnet.net.br.,264562,TEX NET SERVICOS DE COMUNICACAO EM INFORMATICA LTD,BR,Fortaleza,dnsmasq-2.55,,true,0.97,2021-02-13T00:02:13Z,2020-09-28T21:09:16Z
138.36.1.111,138-36-1-111.texnet.net.br.,264562,TEX NET SERVICOS DE COMUNICACAO EM INFORMATICA LTD,BR,Fortaleza,,,false,0.29,2021-02-08T10:08:50Z,2020-09-28T21:09:19Z
177.104.118.42,,263655,T-NET WIRELESS E INFORMA&#769 TICA,BR,Fortaleza,,,false,0.82,2021-02-12T11:11:30Z,2020-09-28T21:25:29Z
177.104.127.114,ns1.tnetsolucoes.com.br.,263655,T-NET WIRELESS E INFORMA&#769 TICA,BR,Fortaleza,1.0.112,,false,0.99,2021-02-13T00:02:18Z,2020-09-28T21:25:31Z
122.129.64.10,ns1.brain.net.pk.,17911,Brain Telecommunication Ltd.,PK,Lahore,"Its Secret, Don't try to fetch it",,true,0.99,2020-12-28T18:29:32Z,2020-09-30T08:58:29Z
1.1.1.1,one.one.one.one.,13335,CLOUDFLARENET,AU,,,,true,1.00,2020-12-14T01:29:36Z,2020-10-01T06:29:22Z
87.23.196.161,dns.fixingup.world.,3269,Telecom Italia,IT,Castiglione,dns2.salento.set,,true,0.26,2021-01-24T01:02:48Z,2020-10-02T18:22:13Z
194.225.62.80,ourdns1.tums.ac.ir.,43965,Tehran University of Medical Science,IR,,SecureNSSDNS,,true,0.99,2021-02-11T21:11:45Z,2020-10-03T07:03:12Z
90.187.33.117,business-90-187-33-117.pool2.vodafone-ip.de.,3209,Vodafone GmbH,DE,Seevetal,,,false,0.79,2021-02-13T00:01:53Z,2020-10-03T10:23:37Z
200.42.174.250,e-casablanca.cl.,15311,Telefonica Empresas,CL,Viña del Mar,,,false,0.98,2021-02-11T21:11:44Z,2020-10-07T19:49:29Z
45.90.30.193,dns2.nextdns.io.,34939,"nextdns, Inc.",US,,,,true,0.67,2021-02-01T02:10:45Z,2020-10-08T20:38:04Z
85.175.46.122,rdns1.kes.ru.,25490,Rostelecom,RU,,2016,,false,0.50,2021-02-02T20:18:35Z,2020-10-10T23:00:19Z
103.21.120.85,,131368,Petro Viet Nam Oil Corporation,VN,,,,false,0.77,2021-02-12T11:11:27Z,2020-10-14T03:26:37Z
190.215.196.165,mail4.afro.cl.,14259,Gtd Internet S.A.,CL,Colina,dnsmasq-pi-hole-2.84,,false,0.99,2021-02-11T21:11:48Z,2020-10-14T20:09:17Z
92.223.65.32,dns.comss.one.,199524,G-Core Labs S.A.,RU,St Petersburg,,,true,0.72,2021-02-12T11:11:24Z,2020-10-16T13:18:06Z
81.163.3.2,ns2.rasanapishtaz.ir.,58303,Rasana Pishtaz Iranian Service Cooperative Co.,IR,,9.11.4-P2-RedHat-9.11.4-26.P2.el7_9.3,,false,0.52,2021-02-01T16:10:39Z,2020-10-16T20:16:07Z
64.111.16.3,,33302,D102-COS-1,US,Colorado Springs,PowerDNS Recursor 4.4.0-alpha2 (built Jul 17 2020 08:31:50 by root@46fe5a8f2ec3),,true,0.74,2021-02-09T21:12:00Z,2020-10-20T13:31:28Z
212.237.125.216,,206206,Kurdistan Net Company for Computer and Internet Ltd.,IQ,Erbil,,,false,0.79,2021-02-13T00:02:23Z,2020-10-26T13:07:39Z
186.120.184.35,adsl-184-35.tricom.net.,12066,ALTICE DOMINICANA S.A.,DO,Santo Domingo Este,,,false,0.67,2021-01-25T22:11:36Z,2020-10-27T15:38:08Z
185.184.222.222,public-dns-b.dns.sb.,6233,XTOM,AU,,,,true,0.97,2021-02-11T15:11:40Z,2020-11-02T02:11:21Z
5.200.200.200,,58224,Iran Telecommunication Company PJS,IR,,,,false,0.66,2021-02-12T11:11:33Z,2020-11-05T09:51:50Z
178.62.57.141,dns3.unblockr.net.,14061,DIGITALOCEAN-ASN,GB,London,9.9.5-3ubuntu0.19-Ubuntu,,false,0.22,2021-02-05T18:07:21Z,2020-11-13T17:04:40Z
1.242.63.131,,9318,SK Broadband Co Ltd,KR,Siheung-si,,,false,0.75,2021-02-12T12:04:45Z,2020-11-22T11:32:02Z
41.221.192.167,,37517,CV-Multimedia,CV,,,,false,0.88,2021-02-12T12:04:39Z,2020-11-22T11:32:09Z
45.64.60.185,www.zto.nz.,132692,GlobiCom Limited,NZ,Auckland,,,false,0.56,2021-01-24T01:02:40Z,2020-11-22T11:32:21Z
58.27.149.60,ns3.wateen.net.,38264,National WiMAX/IMS environment,PK,Karachi,9.9.4-RedHat-9.9.4-61.el7,,true,0.88,2021-02-07T05:07:22Z,2020-11-22T11:32:27Z
61.8.0.113,,1221,Telstra Corporation Ltd,AU,,unknown,,false,0.66,2021-02-11T21:11:42Z,2020-11-22T11:32:48Z
61.196.252.28,rasis.co.jp.,4725,SoftBank Corp.,JP,Sumida,,,false,0.90,2021-03-03T12:24:54Z,2020-11-22T11:32:59Z
66.249.150.50,dns1.digicelbarbados.net.,35900,DIGI-BDS-ASN,JM,,,,false,0.54,2021-01-27T10:14:21Z,2020-11-22T11:33:48Z
80.67.169.12,ns0.fdn.org.,20766,Association Gitoyen,FR,,unbound 1.9.0,,true,0.96,2021-02-08T02:08:35Z,2020-11-22T11:34:05Z
80.71.178.68,str22.ru.,21365,MTS PJSC,RU,Barnaul,,,false,0.36,2021-02-12T11:11:31Z,2020-11-22T11:34:07Z
81.3.169.172,erp.valcom.ru.,20632,PJSC MegaFon,RU,St Petersburg,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.78,2021-02-08T16:08:43Z,2020-11-22T11:34:10Z
81.116.141.156,host-81-116-141-156.business.telecomitalia.it.,20959,Telecom Italia,IT,,dnsmasq-2.45,,true,0.86,2021-02-01T07:20:56Z,2020-11-22T11:34:10Z
82.137.245.66,,29256,Syrian Telecom,SY,,,,false,0.49,2021-02-08T16:08:51Z,2020-11-22T11:34:13Z
82.151.69.146,mail.bcm.mr.,29544,MAURITEL,MR,Tevragh Zeina,,,false,0.93,2021-02-12T12:04:53Z,2020-11-22T11:34:16Z
85.18.52.172,85-18-52-172.ip.fastwebnet.it.,12874,Fastweb,IT,Milan,Microsoft DNS 6.0.6003 (1773501D),,false,0.66,2021-02-07T05:10:54Z,2020-11-22T11:34:21Z
85.18.246.73,85-18-246-73.ip.fastwebnet.it.,12874,Fastweb,IT,Rome,,,false,0.75,2021-02-11T15:11:39Z,2020-11-22T11:34:21Z
85.118.192.3,ns2.telenor.bg.,29244,Telenor Bulgaria Ead,BG,Sofia,,,false,0.43,2021-01-31T20:17:41Z,2020-11-22T11:34:24Z
89.255.2.228,ns1.solidsolutions.eu.,39647,Enreach Netherlands B.V.,NL,Amsterdam,,,false,0.70,2021-02-05T22:20:53Z,2020-11-22T11:34:31Z
93.62.200.35,93-62-200-35.ip24.fastwebnet.it.,12874,Fastweb,IT,Padova,,,false,0.71,2021-02-05T22:21:02Z,2020-11-22T11:34:41Z
103.53.197.218,sg06.indoworx.com.,38001,NewMedia Express Pte Ltd,SG,Singapore,,,false,0.75,2021-02-12T11:11:28Z,2020-11-22T11:34:54Z
109.228.5.111,server109-228-5-111.live-servers.net.,8560,1&1 Ionos Se,GB,,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.15,2021-03-17T10:20:42Z,2020-11-22T11:35:10Z
115.88.224.200,,3786,LG DACOM Corporation,KR,,,,false,0.77,2021-02-12T11:11:21Z,2020-11-22T11:35:34Z
125.206.211.218,,4713,NTT Communications Corporation,JP,"Misato, Saitama",,,false,0.75,2021-02-13T00:01:56Z,2020-11-22T11:35:45Z
137.59.155.14,,135071,VIDEO ELEPHANT,BD,Dhaka,9.11.3-1ubuntu1.12-Ubuntu,,false,0.98,2021-03-17T10:21:08Z,2020-11-22T11:35:52Z
138.0.207.117,138.0.207.117.telnets.com.br.,264556,L. Garcia Comunicacoes ME,BR,Castilho,,,false,0.39,2021-02-08T16:08:49Z,2020-11-22T11:35:55Z
149.112.112.11,dns11.quad9.net.,19281,QUAD9-AS-1,US,,Q9-B-7.0,,true,0.94,2021-02-12T09:08:29Z,2020-11-22T11:36:07Z
164.124.101.2,ns.lgdacom.net.,3786,LG DACOM Corporation,KR,,NO!!!,,false,0.74,2021-02-12T12:04:38Z,2020-11-22T11:36:14Z
167.157.20.2,bioquimica.bio.umss.edu.bo.,6568,Entel S.A. - EntelNet,BO,,,,false,0.40,2021-02-06T12:18:21Z,2020-11-22T11:36:18Z
181.114.59.245,www.netsys.hn.,263170,Netsys,HN,,9.11.4-P2-RedHat-9.11.4-16.P2.el7_8.6,,true,0.30,2021-02-06T12:18:23Z,2020-11-22T11:36:50Z
184.71.101.186,mail.concreteteam.com.,6327,SHAW,CA,Kelowna,,,false,0.80,2021-02-06T12:18:20Z,2020-11-22T11:37:00Z
186.148.128.86,86.cxxviii.static.eternet.cc.,52279,ETERNET S.R.L.,AR,Bahía Blanca,,,false,0.65,2021-02-12T12:04:38Z,2020-11-22T11:37:05Z
188.124.210.1,,198252,ELTA KABEL d.o.o.,BA,Banja Luka,,,false,0.75,2021-02-06T12:18:28Z,2020-11-22T11:37:11Z
189.125.73.13,,3549,LVLT-3549,BR,São Paulo,,,false,0.99,2021-01-28T06:10:44Z,2020-11-22T11:37:21Z
192.43.161.22,,0,,,,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.66,2021-02-12T09:08:47Z,2020-11-22T11:37:27Z
192.146.229.22,ns2.multivix.edu.br.,61814,Empresa Brasileira de Ens.Peq.Extensao S/A-EMBRAE,BR,,,,false,0.81,2021-01-28T06:10:44Z,2020-11-22T11:37:30Z
193.2.246.9,ns.uil-sipo.si.,2107,ARNES,SI,Ljubljana,,,false,0.79,2021-02-08T16:08:47Z,2020-11-22T11:37:43Z
194.145.240.6,ns1.fivestardns.com.,9009,M247 Ltd,GB,,9.11.4-P2-RedHat-9.11.4-26.P2.el7_9.4,,true,0.95,2021-03-17T10:22:33Z,2020-11-22T11:37:50Z
195.18.138.5,,2116,Globalconnect As,NO,Oslo,,,false,0.43,2021-02-08T16:08:44Z,2020-11-22T11:38:01Z
195.77.90.230,,3352,Telefonica De Espana,ES,Fuenterrabia,,,false,0.94,2021-02-12T12:04:51Z,2020-11-22T11:38:11Z
195.239.36.27,,3216,PVimpelCom,RU,Moscow,,,false,0.88,2021-02-06T03:10:56Z,2020-11-22T11:38:15Z
201.144.183.147,static.customer-201-144-183-147.uninet-ide.com.mx.,8151,Uninet S.A. de C.V.,MX,San Nicolás de los Garza,,,false,0.56,2021-01-25T15:02:49Z,2020-11-22T11:38:45Z
202.44.80.25,ns1.biplsec.com.,45446,My Solutions Corporation Ltd.,PK,,Microsoft DNS 6.0.6002 (17725FAC),,false,0.94,2021-02-12T11:11:35Z,2020-11-22T11:39:04Z
202.152.77.212,mail1.bruneipress.com.bn.,10101,UNN,BN,,Microsoft DNS 6.1.7601 (1DB15D39),,false,0.49,2021-02-01T21:07:13Z,2020-11-22T11:39:25Z
203.63.219.26,,45671,Wholesale Services Provider,AU,Perth,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.78,2021-02-12T09:08:39Z,2020-11-22T11:39:37Z
203.140.65.123,dns1.yamatokogyo.co.jp.,17511,OPTAGE Inc.,JP,Nara,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.40,2021-02-12T09:08:39Z,2020-11-22T11:39:41Z
203.174.95.29,hearts174095029.hearts.ne.jp.,24290,"Heart Network Co.,LTD",JP,Niihama,UNKNOWN,,true,0.70,2021-02-12T09:08:27Z,2020-11-22T11:39:45Z
205.171.2.65,resolver.qwest.net.,209,CENTURYLINK-US-LEGACY-QWEST,US,,,,false,0.84,2021-02-12T12:04:40Z,2020-11-22T11:39:59Z
211.18.198.110,spgw.spcom.co.jp.,2516,KDDI CORPORATION,JP,Chiyoda-ku,,,true,0.99,2021-03-03T10:30:15Z,2020-11-22T11:40:34Z
211.107.234.129,,4766,Korea Telecom,KR,Cheongju-si,,,false,0.41,2021-02-12T09:08:46Z,2020-11-22T11:41:03Z
211.195.214.13,,4766,Korea Telecom,KR,Suwon,,,false,0.99,2021-03-03T12:24:57Z,2020-11-22T11:41:15Z
212.33.80.231,,8865,Politechnika Bialostocka,PL,Orla,,,false,0.89,2021-01-30T06:07:16Z,2020-11-22T11:41:17Z
212.170.159.10,,3352,Telefonica De Espana,ES,Badajoz,,,false,0.57,2021-02-09T01:12:29Z,2020-11-22T11:41:20Z
213.8.5.220,,9116,Partner Communications Ltd.,IL,Ramat HaSharon,,,false,0.90,2021-02-08T12:12:10Z,2020-11-22T11:41:23Z
213.91.221.2,,8866,Vivacom,BG,Sofia,dnsmasq-2.62,,false,0.50,2021-01-24T02:18:28Z,2020-11-22T11:41:23Z
217.182.198.203,gateway.rmc-logistics.net.,16276,OVH SAS,FR,,9.9.4-RedHat-9.9.4-61.el7,,true,0.79,2021-01-30T06:07:19Z,2020-11-22T11:41:32Z
218.103.92.84,084.92.103.218.static.netvigator.com.,4515,HKT Limited,HK,,,,false,0.25,2021-02-08T12:12:12Z,2020-11-22T11:41:35Z
219.166.58.234,,4713,NTT Communications Corporation,JP,Kashiwa,unknown,,true,0.70,2021-02-12T12:04:55Z,2020-11-22T11:41:41Z
220.130.145.66,nagios.fwd.com.tw.,3462,Data Communication Business Group,TW,New Taipei,9.3.4-P1,,false,0.35,2021-01-30T06:07:20Z,2020-11-22T11:41:44Z
222.118.225.33,,4766,Korea Telecom,KR,Seosan City,,,false,0.95,2021-02-12T12:04:55Z,2020-11-22T11:42:00Z
103.153.154.2,ns1.pabnacablevision.net.,140930,Pabna Cable Vision Dot Net,BD,Pabna,9.11.20-RedHat-9.11.20-5.el8,,true,0.99,2021-03-17T10:22:49Z,2020-11-24T07:20:37Z
200.194.198.76,ext02.travelexplorer.com.br.,3549,LVLT-3549,BR,,9.9.5-3ubuntu0.19-Ubuntu,,true,0.29,2021-02-08T12:12:13Z,2020-11-25T12:40:57Z
92.223.109.31,dns.east.comss.one.,199524,G-Core Labs S.A.,RU,Yekaterinburg,,,true,0.78,2021-02-13T00:01:56Z,2020-11-30T19:01:39Z
169.239.202.202,anytwo.anyqa.st.,204136,Silent Ghost e.U.,ZA,,,,true,0.70,2021-02-12T12:04:48Z,2020-11-30T19:15:06Z
149.112.121.10,,40568,CIRADNS3,CA,,,,true,0.71,2021-02-09T01:12:35Z,2020-11-30T19:17:17Z
195.158.0.3,ns1.uzpak.uz.,8193,Uzbektelekom Joint Stock Company,UZ,Tashkent,9.8.2rc1-RedHat-9.8.2-0.68.rc1.el6_10.1,,true,0.93,2021-02-06T02:11:10Z,2020-12-03T06:26:45Z
200.10.231.110,,27733,Centro Nacional de Computacion,PY,,dnsmasq-2.79,,false,0.94,2021-02-12T11:14:14Z,2020-12-04T00:44:11Z
200.10.231.190,,27733,Centro Nacional de Computacion,PY,,dnsmasq-2.79,,false,0.55,2021-02-12T11:14:38Z,2020-12-04T00:44:21Z
216.52.129.1,ns1.chi.pnap.net.,11853,ASN-INTERNAP-BLK,US,,,,false,0.58,2021-02-12T11:14:30Z,2020-12-09T19:25:04Z
45.90.28.165,dns1.nextdns.io.,34939,"nextdns, Inc.",US,,,,true,0.63,2021-01-24T01:03:45Z,2020-12-10T09:39:29Z
94.237.80.211,dns.brahma.world.,202053,UpCloud Ltd,FI,,,,true,0.68,2021-02-12T11:14:08Z,2020-12-10T10:14:30Z
5.253.114.91,uk.adhole.org.,62240,Clouvider Limited,GB,,,,true,0.94,2021-02-12T11:14:15Z,2020-12-10T14:40:13Z
46.4.165.226,de.adhole.org.,24940,Hetzner Online GmbH,DE,,,,true,0.75,2021-02-12T11:14:20Z,2020-12-10T14:40:17Z
2a04:92c7:37:91::2,,62240,Clouvider Limited,GB,,,,true,0.57,2021-02-01T13:11:26Z,2020-12-10T14:40:24Z
200.221.11.101,ravel.uol.com.br.,7162,Universo Online S.A.,BR,,,,true,0.82,2021-02-12T11:14:17Z,2020-12-12T04:43:16Z
186.219.242.26,,262997,FAAr turboNet LTDA.,BR,Ariquemes,,,false,0.61,2021-02-13T00:02:02Z,2020-12-12T04:47:39Z
189.90.241.10,189-90-241-10.corporate.valenet.com.br.,28201,Companhia Itabirana Telecomunicacoes Ltda,BR,Itabira,,,false,0.27,2021-03-03T12:27:26Z,2020-12-12T04:48:05Z
187.120.48.47,,262716,RRM SERVICOS DE INFORMATICA LTDA,BR,Sobral,,,false,0.80,2021-02-12T11:14:13Z,2020-12-12T04:48:31Z
200.181.14.3,200.181.14.3.brasiltelecom.net.br.,8167,Brasil Telecom S/A - Filial Distrito Federal,BR,Primavera do Leste," :-) ",,false,0.75,2021-01-31T09:18:10Z,2020-12-12T04:54:38Z
131.221.81.1,test.cta4.,4809,China Telecom Next Generation Carrier Network,BR,,Who knows?,,false,0.43,2021-02-12T11:14:44Z,2020-12-12T04:54:48Z
179.108.248.9,dns1.bbctech.psi.br.,263276,BBG TELECOM,BR,Recife,,,true,0.69,2021-02-12T11:14:27Z,2020-12-12T04:55:02Z
131.196.220.10,dyn10.220.melnetrs.com.br.,265985,MELNET PROVEDOR,BR,Porto Alegre,9.9.4-RedHat-9.9.4-50.el7_3.1,,false,0.55,2021-02-10T12:11:45Z,2020-12-12T04:55:49Z
138.97.84.2,ns1.interles.net.br.,264138,INTERLES COMUNICACOES LTDA,BR,Aracruz,9.8.4-rpz2+rl005.12-P1,,false,0.98,2021-03-17T10:22:22Z,2020-12-12T04:56:11Z
168.196.78.18,,265455,SKYNET TELECOM EIRELI,BR,,9.10.3-P4-Ubuntu,,true,0.53,2021-02-12T11:14:53Z,2020-12-12T04:57:33Z
168.90.116.98,,262330,NETCOM TERESOPOLIS INFORMATICA E INTERNET LTDA-ME,BR,Cabo Frio,,,false,0.63,2021-02-12T11:14:21Z,2020-12-12T04:57:40Z
170.239.136.10,,266352,MUNDO NET,BR,Parnamirim,,,false,0.93,2021-02-13T00:02:00Z,2020-12-12T04:57:57Z
177.102.143.166,177-102-143-166.dsl.telesp.net.br.,27699,TELEFONICA BRASIL S.A,BR,São Paulo,UNKNOWN,,true,0.84,2021-02-12T11:14:22Z,2020-12-12T04:58:26Z
177.135.239.132,,10429,TELEFONICA BRASIL S.A,BR,Brasília,,,false,0.98,2021-03-17T10:21:40Z,2020-12-12T04:59:06Z
177.5.244.130,,8167,Brasil Telecom S/A - Filial Distrito Federal,BR,Campo Grande,9.9.5-3ubuntu0.19-Ubuntu,,false,0.65,2021-03-17T10:22:38Z,2020-12-12T05:00:03Z
177.55.32.240,32.55.177.240.homenett.com.br.,262482,HOMENET TELECOMUNICACOES LTDA,BR,Maringá,Powered by made4it,,true,0.60,2021-02-12T11:14:46Z,2020-12-12T05:00:27Z
177.7.80.204,,8167,Brasil Telecom S/A - Filial Distrito Federal,BR,Porto Nacional,,,false,0.72,2021-02-12T11:14:35Z,2020-12-12T05:01:20Z
179.109.15.42,,263272,FamaNet Tecnologia e Informatica LTDA,BR,Alegre,,,true,0.98,2021-03-17T10:21:08Z,2020-12-12T05:01:58Z
179.191.88.90,mail.chiarottino.com.br.,17222,Mundivox LTDA,BR,São Paulo,,,false,0.91,2021-02-12T12:04:50Z,2020-12-12T05:02:33Z
186.225.45.138,mail.iuahotel.com.br.,28368,SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME,BR,Teresina,9.8.1-P1,,false,0.17,2021-02-11T14:14:55Z,2020-12-12T05:03:38Z
186.229.50.2,reversointelig.zingm.com.br.,26615,TIM S/A,BR,Rio de Janeiro,,,false,0.29,2021-02-11T14:14:55Z,2020-12-12T05:03:41Z
186.251.103.10,,262828,Acesse Facil Telecomunicacoes Ltda,BR,Timoteo,,,false,0.99,2021-03-07T01:22:29Z,2020-12-12T05:03:56Z
186.251.226.252,,262838,STARNET TELECOMUNICACOES LTDA,BR,São Paulo,,,false,0.94,2021-01-30T11:21:17Z,2020-12-12T05:04:03Z
187.45.188.82,insidetv.com.br.,33182,DIMENOC,BR,,,,false,0.11,2021-01-30T11:21:23Z,2020-12-12T05:05:30Z
187.49.127.110,187-49-127-110.g3fibra.com.br.,28144,G3 TELECOM,BR,Salvador,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.85,2021-02-13T00:01:59Z,2020-12-12T05:05:34Z
187.51.127.93,,10429,TELEFONICA BRASIL S.A,BR,Santa Gertrudes,,,false,0.73,2021-02-12T11:14:45Z,2020-12-12T05:05:39Z
192.141.232.10,ns1.bct.net.br.,267495,Brasil Central Telecomunicacao,BR,Padre Bernardo,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.12,2021-02-05T05:07:32Z,2020-12-12T05:08:00Z
200.169.96.10,dualtec-dnsrec-01.dualtec.com.br.,21911,UOL DIVEO S.A.,BR,,[null],,true,0.89,2021-03-17T10:20:24Z,2020-12-12T05:08:59Z
200.169.96.11,dualtec-dnsrec-02.dualtec.com.br.,21911,UOL DIVEO S.A.,BR,,[null],,true,0.71,2021-01-30T11:21:19Z,2020-12-12T05:09:03Z
200.178.191.82,,4230,CLARO S.A.,BR,Araraquara,[secured],,false,0.33,2021-01-26T23:15:22Z,2020-12-12T05:09:05Z
200.202.233.21,ns1.mineiracentral.org.br.,7738,Telemar Norte Leste S.A.,BR,,,,false,0.68,2021-02-12T11:14:39Z,2020-12-12T05:09:23Z
200.252.235.19,,4230,CLARO S.A.,BR,Brasília,,,false,0.68,2021-02-11T14:15:01Z,2020-12-12T05:10:14Z
200.97.90.170,mmn-bsd01.mmn.org.br.,7738,Telemar Norte Leste S.A.,BR,Contagem,,,true,0.52,2021-02-12T11:14:40Z,2020-12-12T05:10:32Z
189.22.227.194,,4230,CLARO S.A.,BR,Olinda,,,false,0.84,2021-02-12T12:04:50Z,2020-12-12T05:14:47Z
200.169.88.1,,21741,Visualcorp Holding Ltda,BR,São Paulo,Microsoft DNS 6.0.6001 (17714726),,false,0.07,2021-01-26T12:18:50Z,2020-12-12T05:15:56Z
200.201.191.91,mvx-200-201-191-91.mundivox.com.,17222,Mundivox LTDA,BR,Rio de Janeiro,,,false,0.53,2021-02-10T07:12:22Z,2020-12-12T05:16:49Z
186.193.207.158,186-193-207-158.byteweb.com.br.,262730,Byteweb Comunicacao Multimidia Ltda.,BR,Americana,,,false,0.53,2021-02-12T11:14:20Z,2020-12-12T05:16:54Z
200.222.51.209,previ508.previ.com.br.,7738,Telemar Norte Leste S.A.,BR,Rio de Janeiro,,,false,0.23,2021-01-25T15:02:50Z,2020-12-12T05:17:08Z
177.92.1.38,servidor.informatica.inf.br.,14868,COPEL Telecomunicacoes S.A.,BR,Curitiba,,,false,0.17,2021-02-10T07:12:19Z,2020-12-12T05:17:26Z
177.220.163.150,150.163.220.177.dynamic.copel.net.,14868,COPEL Telecomunicacoes S.A.,BR,,,,false,0.41,2021-01-25T22:15:40Z,2020-12-12T05:17:49Z
200.195.132.210,210.132.195.200.static.copel.net.,14868,COPEL Telecomunicacoes S.A.,BR,Tibagi,dnsmasq-2.70,,false,0.47,2021-02-06T07:08:12Z,2020-12-12T05:18:46Z
200.195.154.122,122.154.195.200.static.copel.net.,14868,COPEL Telecomunicacoes S.A.,BR,Colombo,,,false,0.21,2021-01-26T12:19:05Z,2020-12-12T05:19:04Z
